,Unnamed: 0,id,scrape_id,name,description,host_id,host_name,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
21,21,21198159,20241221052002,For Ladies: Spacious Room in Berlin Tempelhof,"Our offer is exclusively for ladies who are professionally in Berlin. The property is located near Berlin Südkreuz train station with easy access to local transport. You'll love my place as the room is spacious, offering a large closet, table and fridge. Please note that a small dog lives in the household.",8102035,Anja,t,1.0,2.0,t,t,52.47319,13.37802,Private room in home,Private room,1,1.0,0.0,1.0,$40.00,1125,3,3,1125,1125,3.0,1125.0,,t,17,26,56,56,12,2,0,5.0,4.92,5.0,4.92,4.83,5.0,4.92,07/Z/AZ/011800-22,f,1,0,1,0,0.15
26,26,725003625720262728,20241221052002,"Stylish, quit and bright room with beautiful view.","Kick back and relax in this calm, stylish space.<br /><br />The apartment is located in quiet Alt Treptow. Public transport is just a 2 minutes' walk away.<br />This Deluxe Apartment is furnished to a high standard with loving details. The utilities are including a fully equipped open kitchen with lots of tools for cooking lovers. You will be sharing our flat with me and my partner Lena. In addition to the very quiet room, you will have access to a large rooftop terrace. A private bathroom awaits you as well.",2616245,Mor,t,1.0,1.0,t,t,52.48979989999999,13.4524887,Private room in rental unit,Private room,2,1.0,1.0,1.0,$93.00,5,1,1,1125,1125,1.0,1125.0,,t,22,22,22,71,96,32,0,4.94,4.98,4.98,4.99,4.97,4.91,4.82,09/Z/AZ/003659-22,f,1,0,1,0,3.65
27,27,47025864,20241221052002,"Beautiful, large apartment near Rosenthaler Platz","Experience luxury living in the heart of Berlin-Mitte in our spacious apartment with everything you need. Perfect for 1 to 4 guests, the stunning 100+ year old classic Berlin 'Altbau' building features high ceilings and original features, making it a true taste of the city's history.",4485354,Dominic,t,1.0,1.0,t,t,52.5299,13.3991,Entire rental unit,Entire home/apt,4,1.5,1.0,2.0,$300.00,120,3,5,1125,1125,4.2,1125.0,,t,22,52,82,93,116,26,0,4.99,4.97,4.97,4.97,5.0,4.96,4.84,01/Z/RA/017098-24,f,1,1,0,0,2.52
30,30,955723028027971655,20241221052002,Sunny Top Floor with Balcony Lounge in Kreuzberg,"Light and airy top floor apartment with eclectic interior design, centrally located in Berlin-Kreuzberg.<br /><br />The top floor has been newly built, but is located in a listed old building.",148488060,Anna,t,2.0,2.0,t,t,52.49683762364134,13.42627570828214,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$263.00,365,4,4,365,365,4.0,365.0,,t,10,10,10,20,12,8,0,5.0,5.0,5.0,4.75,5.0,4.75,4.92,02/Z/RA/017840-23,f,2,1,1,0,0.78
35,35,851851808067853023,20241221052002,Grand art nouveau apartment in midcentury style,"Fantastic Art Nouveau apartment : 97 sqm, 3 spacious rooms, kitchen-living room (new), daylight bathroom.<br />Best location in the lively yet quiet Schöneberger Kiez, perfect connection with public transport. <br /><br />Grand Art Nouveau Apartment Mid-Century Style!<br />97 m², 3 spacious rooms, eat-in kitchen, daylight bathroom.<br />Newly renovated and perfectly equipped.<br />Situated in the heart of Schöneberg, S- and U-Bahn, many Buses in walking distance.<br />Dogs are allowed.<br />Minimum rental period 92 days, max. 24 months.",35360813,Anette,t,5.0,5.0,t,t,52.4866634,13.3601497,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$200.00,730,92,92,730,730,92.0,730.0,,t,3,3,3,272,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.08
40,40,4083538,20241221052002,Friedrichshain-Kreuzberg: Best Area & Self-Checkin,"Experience the charm of East Berlin in this cozy and stylish apartment. Located in a historical art nouveau building, it features 4m ceilings, modern furniture, a fully equipped kitchen, a queen-size bed, high-speed wifi, and even a turntable for music lovers. Relax in the nearby park or explore the vibrant Friedrichshain nightlife, with Berghain club just 5 minutes away. Non-smoking apartment, no “Anmeldung” possible ;)",21179795,Igor,t,1.0,4.0,t,t,52.51103,13.44785,Entire condo,Entire home/apt,2,1.5,1.0,1.0,$87.00,730,2,5,730,730,5.0,730.0,,t,3,3,3,3,123,12,1,4.63,4.76,4.34,4.75,4.8,4.83,4.58,"First name and Last name: Igor Vasiliev  <br/> Contact address: Am Comeniusplatz 5, 10243, Berlin, Germany  <br/>Listing address: Am Comeniusplatz 5 , 10243, Berlin , Germany",f,1,1,0,0,0.98
41,41,37446212,20241221052002,"Rosa-Luxemb.-Pl.-Apartm., 3 Monate Mindestmietzeit","Elegant and centrally located<br />1-room apartment. <br />Comfortable futton double bed (140x200), bathroom with bathtub, washing machine space and a fully equipped kitchen and dining table with 2 chairs, in the creative district of Berlin.<br />The apartment is located in the side wing on the 2nd floor, without elevator<br />The street noise is therefore nothing to be heard and you are still in the middle of the scene district. Rental agreement for the time being is created. Possible deposit or similar, company guarantee o.k., rental certificate",6522168,Alan,t,2.0,3.0,t,t,52.52998,13.40718,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$62.00,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,93,163,0,0,4.96,4.95,4.98,4.94,4.99,4.96,4.85,,f,2,2,0,0,2.5
43,43,27153586,20241221052002,Ruhiges Altbau-Zimmer in Kreuzberg direkt am Park,"Large, calm and luminous room (24 square meters) with cherry tree bed for rent in 3-bedroom old building apartment.",23053909,Christiane,t,1.0,1.0,t,t,52.49632,13.38101,Private room in rental unit,Private room,1,1.0,1.0,1.0,$50.00,1125,1,2,1125,1125,2.0,1125.0,,t,1,7,11,71,77,22,2,4.92,4.91,4.78,4.97,4.99,4.96,4.84,02/Z/AZ/019074-24,f,1,0,1,0,1.07
44,44,792795513324956525,20241221052002,Zimmer in Moabit mit Loggia,Enjoy your Berlin stay at this well equipped and centrally located accommodation (e.g. 9min. Walking distance + 8min. Take the M10 to Central Station)! <br /> <br />Want to enjoy your hot drink in the morning sun on the loggia or focus on the large dining table to work and dine at the large dining table? After a long day of shopping quickly and then enjoy a warm shower? Then you will certainly feel comfortable here!,13176887,Rebecca,t,1.0,1.0,t,t,52.5298428,13.3358041,Private room in rental unit,Private room,2,1.0,1.0,1.0,$56.00,30,1,30,30,30,2.5,30.0,,t,3,3,3,3,38,22,1,4.97,4.95,4.95,4.97,5.0,4.79,4.92,01/Z/AZ/014915-22,f,1,0,1,0,1.71
47,47,13704364,20241221052002,"Zimmer (fast) in Schöneberg, ruhig und zentral","My place is close to the bars and pubs. You'll love them because of the location and the old-building flair (retro). She is good for couples, solo travelers, people with a dog, individualists and culture lovers. Close to two subway stations and also two bus stops. You can sleep peacefully because the room goes to the yard and the yard is quiet.  No apartment for absolute perfectionists. I speak English and French language. PlZ: 10785.",79000226,Sabine,t,3.0,3.0,t,t,52.50213,13.3571,Private room in rental unit,Private room,1,1.0,1.0,1.0,$50.00,77,14,14,77,77,14.0,77.0,,t,29,59,89,89,36,8,0,4.75,4.94,4.72,4.78,4.89,4.83,4.78,01/Z/AZ/013037-21,f,1,0,1,0,0.35
50,50,21038831,20241221052002,Vintage Vibes: Spacious 4-Room Apartment in Mitte,"Escape the city bustle and experience the quiet and serenity of this minimal home in Berlin Mitte:<br />- Peaceful 4-room apartment with 3 bedrooms and a balcony<br />- Finished in a serene monochromatic beige palette<br />- Furnished with curated furniture that have a story to tell<br />- In Scheunenviertel, Berlin's most charismatic neighborhood<br />- 3-minute-walk to two U-Bahn stations (U2 and U5)<br />- Steps away from Hackescher Markt and Museum Island",12360,Michael,t,21.0,21.0,t,t,52.52431,13.40961,Entire rental unit,Entire home/apt,6,1.0,3.0,3.0,$114.00,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,95,4,0,0,4.75,5.0,4.5,4.75,5.0,5.0,4.5,,f,21,21,0,0,0.05
55,55,13069376,20241221052002,Flat in Prenzlauer Berg for Families in Berlin,"Perfect flat to visit  Berlin as a couple. 1 beautiful quiet bedroom with view to the green backyard and 1,80x2m french bed, open living room - kitchen - dining area. Big bath room.  Situated in trendy Prenzlauer Berg with shopping & dining areas nearby as well as beautiful parks and markets. 10min walking distance to Hackescher Markt / Alexander Platz, 10min bus ride to Brandenburger Tor. Serviced by professional cleaner before & after your stay. Coffee, tea, milk, oat milk, pasta paesto incl.",1427952,Tomas,t,1.0,1.0,t,t,52.53143,13.41997,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,$138.00,365,2,2,365,365,2.0,365.0,,t,4,4,4,4,40,15,0,4.95,4.93,4.9,4.9,5.0,4.98,4.8,03/Z/AZ/007763-23,f,1,1,0,0,1.36
65,65,395063,20241221052002,"großes, helles Zimmer in Altbauwohnung","My apartment is a typical Berlin old building apartment with high ceilings and wooden floorboards. Located on the first floor in the front house, it's bright and friendly. The road departs from Frankfurter Allee, but you can hardly hear the traffic. The Samariterstraße metro stop is a 3-minute walk away. In the neighborhood there are many shops, restaurants, snacks and pubs; a lively mix of Friedrichshainer.",1974695,Katharina,t,1.0,2.0,t,t,52.51586,13.46388,Private room in rental unit,Private room,1,,,,,30,3,3,30,30,3.0,30.0,,t,0,0,0,0,104,17,1,4.9,4.95,4.84,4.92,4.96,4.94,4.88,02/Z/AZ/014166-21,f,1,0,1,0,0.74
69,69,19964747,20241221052002,Cosy room with balcony near to city centre,"The sunny 17 m² room is situated in the district of Prenzlauer Berg, just 15 min away from Alexanderplatz an the city centre by tram. Supermarkets are close to the flat and the tram station is just 3 min away on foot.<br /><br />The sunny 17m² room is located in the Berlin district of Prenzlauer Berg, only 15 minutes away from Alexanderplatz and the city center by tram. Supermarkets are in the immediate vicinity and the tram stop is only a 3-minute walk away.",17801617,Samir,t,3.0,3.0,t,t,52.55002,13.43437,Private room in rental unit,Private room,2,,,,,1125,3,3,1125,1125,3.0,1125.0,,t,0,0,0,0,112,1,0,4.81,4.84,4.76,4.89,4.91,4.68,4.75,03/Z/AZ/007269-22,t,2,0,2,0,1.24
70,70,1419206,20241221052002,Private Room near City Center,"We are renting one room in our modern 3-bedroom apartment on the northern edge of popular Prenzlauer Berg in a very quiet neighborhood adjacent to a large, open park. Walk one block to subway station ""Vinetastrasse"". <br />Lots of shops/restaurants within 1 subway stop, well-known and hip city center ""Alexanderplatz"" within 4 subway stops. <br />WiFi. Laundry. Outside Patio.",7493737,René,t,2.0,4.0,t,t,52.55823,13.40913,Private room in rental unit,Private room,1,,,,,45,5,5,45,45,5.0,45.0,,t,0,0,0,0,26,1,0,4.88,4.88,4.54,4.88,4.92,4.85,4.81,03/Z/AZ/003775-18,f,1,0,1,0,0.22
73,73,638929182228409025,20241221052002,colorful apartment near vibrant Boxhagener Platz,"Welcome home in Friedrichshain! Our 58 square meter entire apartment is colorfully renovated, with a light & bright open kitchen/living room, high ceilings, modern furnishings & two separate bedrooms. While on a quieter street, it is minutes from the restaurants/cafes, art & nightlife of Simon Dach Kiez or Boxhagener Platz popular weekend markets. Attractions close by are the Spree riverfront, Eastside Gallery & Mercedes-Benz Arena. We are accessibility friendly, located on the ground floor.",9431809,Remy,t,1.0,1.0,t,t,52.50779,13.46144,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$122.00,30,2,4,1125,1125,4.0,1125.0,,t,18,38,64,134,113,48,3,4.92,4.91,4.87,4.89,4.93,4.86,4.73,02/Z/AZ/015427-22,f,1,1,0,0,3.98
74,74,29021563,20241221052002,Kategorki 2A,"At Gorki, you're not just a guest - you're part of the neighborhood, living the authentic Berliner lifestyle. Equipped with your own doorbell and personal mailbox, your stay will feel like you're a long-time local. The apartments are spacious and furnished with careful attention to detail, exuding an artistic flair and timeless elegance. It's not just a place to stay; it's your own slice of life in the heart of Berlin.<br /><br />An additional 5% city tax is charged on site.",42671030,Gorki Apartments,t,6.0,9.0,t,t,52.530643463134766,13.40178394317627,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,$402.00,1125,1,1,1125,1125,1.0,1125.0,,t,30,60,90,365,11,0,0,4.73,4.73,5.0,5.0,4.91,4.91,4.55,"Legal entity name and Legal form: HRS Boardinghouse Betriebs-GmbH <br/>Legal representatives or Trade register number: HRB 151645 B <br/> Entity address: Weinbergsweg 25, 10119, Berlin , Berlin  <br/>Listing address: Weinbergsweg 25, 10119, Berlin , Berlin ",t,6,6,0,0,0.15
80,80,1246168783031621220,20241221052002,Unique Penthouse in center,"Make some memories at this one-of-a-kind and family friendly place. Enjoy Berlin's skyline with modern luxury.<br /><br />Apartment consist of three rooms (One with 2-m wide king bed; One kid's room; One sofa bed from ligne-roset in living room), two big terraces and  big kitchen island. <br /><br />Unparalleled Location: Next to many best in town  restaurants/cafes and hidden gems shops. Close by station is a tram, metro and Ring-bahn.  15 min walk to another big fast-train hub. <br />250M internet.",27816679,Cathy,t,2.0,4.0,t,f,52.54978969970367,13.40305939464763,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$278.00,365,3,3,365,365,3.0,365.0,,t,30,60,90,365,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,03/Z/RA/008890-24,f,2,2,0,0,0.68
85,85,11429575,20241221052002,2-room apartment with terrace,"The comfortable apartment has a separate bedroom, courtyard access, a modernly equipped bathroom as well as a kitchen unit.  Internet, bed linen and towels are provided of course.",1275576,Thomas,t,6.0,6.0,t,t,52.51289,13.30239,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,$75.00,1125,2,13,1125,1125,2.3,1125.0,,t,3,20,41,219,245,29,3,4.65,4.77,4.54,4.88,4.91,4.78,4.74,"First name and Last name: Thomas Lappe  <br/> Contact address: Springerzeile 11a , 13591, Berlin , Berlin  <br/>Listing address: Zillestraße 81, 10585, Berlin , Berlin ",t,6,6,0,0,2.28
89,89,12334987,20241221052002,Modern Apartment in best location,You are renting a calm and cosy room with access to an own bathroom and a kitchen. The apartment is in vicinity to train and subway stations.<br /><br /><br />reg.number: 04/Z/AZ/010445-21,66576238,Angelika,t,1.0,1.0,t,t,52.50161,13.30992,Private room in rental unit,Private room,1,1.0,1.0,1.0,$70.00,14,1,2,14,14,2.0,14.0,,t,1,16,41,250,224,34,2,4.96,4.95,5.0,4.96,4.93,4.96,4.95,04/Z/AZ/010445-21,f,1,0,1,0,2.14
91,91,1101465952016111173,20241221052002,3 Rooms Apt. City Center Fischerinsel Mitte 6 Pers,"Spacious 3-room apartment in the heart of Berlin-Mitte on the fishing island with space for up to 6 people. Just a few steps from the U2 metro line and located in the immediate vicinity of Alexanderplatz, this apartment offers comfort and convenience for larger groups. Bright and welcoming spaces provide a pleasant ambiance, while modern amenities enrich your stay. Discover Berlin from this central location.",563418004,Ruslan,t,8.0,8.0,t,t,52.51246,13.40172,Entire rental unit,Entire home/apt,6,1.0,3.0,6.0,$245.00,365,1,3,1125,1125,2.6,1125.0,,t,20,42,69,153,23,23,0,4.96,4.83,4.96,4.96,4.91,4.96,4.83,"Legal entity name and Legal form: Korotianskiy Ruslan UG (Haftungsbeschränkung) <br/>Legal representatives or Trade register number: HRB 258084 <br/> Entity address: Torstraße 156, 10115, Berlin , Berlin  <br/>Listing address: Scharrenstraße 16A, 10178, Berlin , Berlin ",f,8,8,0,0,2.46
92,92,23623112,20241221052002,Zentrale Ferienwohnung am See,2 rooms in a quiet lakeside location,176750828,Jürgen,t,1.0,1.0,t,t,52.51365,13.20029,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,$81.00,1125,2,2,1125,1125,2.0,1125.0,,t,20,44,60,158,52,13,1,4.75,4.79,4.9,4.85,4.78,4.6,4.5,05/Z/AZ/006699-18,f,1,1,0,0,0.63
95,95,756352772362461087,20241221052002,Süße Yoga /Sauna Whg.  in ruh. Bauhaus Denkm.,"Let go of stress when looking into the countryside, yoga, sauna in a quiet, simple functional aesthetic form in the East Berlin district of Adlershof. Adlershof is not the tourist center, you must know that.<br />Students - Startups- Science- Media - Technik- Humboldt Uni. <br /><br />Both S-Bahn and bus line 164 (1x change to T5) go to the BER. <br /><br />Almost all Berlin destinations can be reached in 20-45 minutes.<br /><br />The apartment in the outside simple Bauhaus ensemble is freshly renovated.",408160754,Caroline,t,1.0,2.0,t,f,52.43646769999999,13.5592809,Entire condo,Entire home/apt,2,1.0,2.0,3.0,$60.00,100,26,26,1125,1125,26.0,1125.0,,t,24,52,52,52,26,10,0,4.96,4.92,4.85,4.92,4.96,4.73,4.88,09/Z/AZ/004134-23,f,1,1,0,0,1.38
101,101,47791220,20241221052002,10 Minuten von Hauptbahnhof zu Fuß+Berlin Zentral,"We offer quietly situated accommodation on the 6th floor in a private bedroom with a balcony, which has a very nice view of a garden.The apartment is located  10 min away from Berlin Central Station (by foot). There are also several transport options such as bus line 245 and bus line 187 (genoa next to the apartment). Bus line 245 goes around Berlin.  <br /><br />The apartment is central and allows for the best Berlin experiences.",385197336,Hasan,t,1.0,1.0,t,t,52.52241,13.35536,Private room in rental unit,Private room,2,1.0,1.0,1.0,$70.00,30,1,1,1125,1125,1.0,1125.0,,t,19,49,79,79,50,15,0,4.86,4.82,4.66,4.86,4.84,4.84,4.78,"First name and Last name: Hasan Masri <br/> Contact address: Alt-Moabit, 10559, Berlin, Deutschland <br/>Listing address: Alt-Moabit, 10559, Berlin, Deutschland",t,1,0,1,0,1.29
109,109,627993614199123614,20241221052002,"GreatStay-Koburger Str.14 VH,cosy nest for up to 4","Nestled in the heart of Berlin Schöneberg, this cozy apartment at Koburgerstr 14 Vorderhaus promises a retreat of tranquility and warmth. Spanning 45square meters, every corner of the space is thoughtfully designed to exude homeliness. As you step in, the expansive living room welcomes you, seamlessly blending with an open kitchen that's perfect for whipping up delightful meals. Whether you're curling up on the sofa or ascending to the high bed, comfort is guaranteed.",369958333,Andreas,t,2.0,3.0,t,t,52.48149871826172,13.3460693359375,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,$133.00,90,3,5,90,90,3.0,90.0,,t,18,39,54,323,35,5,0,4.57,4.74,4.66,4.77,4.49,4.6,4.29,"Legal entity name and Legal form: vermietet durch GreatStay GmbH <br/>Legal representatives or Trade register number: HRB142459B <br/> Entity address: Paul - Robeson - Str. 49, 10439, Berlin, Deutschland <br/>Listing address: Koburger Str. 14, 10825, Berlin, Deutschland",t,2,2,0,0,1.13
110,110,1031289309407368307,20241221052002,Cosy flat in Tempelhof,"Just a ten-minute walk from the city's largest park, Tempelhofer Feld, this flat is perfect for those who want to enjoy a quiet location with good public transport connections. <br /><br />Surrounded by shops and is just 5 minutes away from the nearest underground station and direct from the airport by train(SBahn). The bus takes you within minutes to cool spots such as Kreuzberg and the underground (Ubahn) takes you to the more touristy areas like Mitte in just 15 min.<br /><br />Queer friendly ♥️",7019419,Nicolas,t,1.0,3.0,t,t,52.46413,13.37707,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$80.00,5,2,2,5,5,2.0,5.0,,t,18,48,78,252,22,21,0,5.0,5.0,4.86,5.0,5.0,4.77,5.0,07/Z/RA/016858-23,f,1,1,0,0,1.78
