,Unnamed: 0,id,scrape_id,name,description,host_id,host_name,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1608,1608,969517965913905576,20241221052002,Wohnung 2 neben Warschauer Platz und Spree,"At DNCK_24 you will stay in the quiet core of the roaring area, which hosts vast majority of nightclubs and other authentic modern Berlin culture activities. and Whether you are looking for a home away from home, a quiet place to work, or a family vacation - our apartments feature high-quality fittings including a premium hotel mattress for restful nights & suite dreams. Our digital-enabled guest journey without a physical reception and staff on-site makes your stay more convenient.",534477422,Lev,f,3.0,3.0,t,f,52.5015365,13.4533688,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$94.00,365,1,2,365,365,1.3,365.0,,t,16,41,47,62,64,44,2,4.72,4.77,4.56,4.97,4.97,4.81,4.64,"First name and Last name: Lev Evzovich <br/> Contact address: Schliemannstr. 33, 10437, Berlin, Germany <br/>Listing address: Danneckerstr. 24, 10245, Berlin, Germany",t,3,3,0,0,4.09
1611,1611,40203843,20241221052002,Casa Paletti,"The apartment is located in the fancy area of Prenzlauer Berg. It is perfect if you are looking for a charming and safe area but at the same time you will be in the heart of the city and so close to the best restaurants, cafes, bars, galleries, cinema and even clubs. <br />The beautiful park of Volkspark Friedrichshain is only 5 minutes walking distance<br />The apartment is part of an Altbau (old building) completely and recently refurbished with the most high standard comfort.",7311494,Stefano,f,1.0,2.0,t,f,52.52988,13.43195,Entire rental unit,Entire home/apt,2,,1.0,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,1,1,0,0,0.03
1659,1659,54034989,20241221052002,4-bedroom app 6-12 Person,"A large group-friendly aparthment with 12 separate beds, with simple but functional furnishings, good internet, modern TV, large dining table and everything you need if you are traveling to see Berlin. The apartment is located at the corner Polstr/Potsdamerstr, in the geografical center of Berlin, the U3, wich connects city-west and city-east - two minutes walking distance, Potsdamerplatz in 15 min walking. It is also easy and quick to reach by public transport any important  place in Berlin",163576464,Roman,f,2.0,4.0,t,f,52.50154,13.36265,Entire rental unit,Entire home/apt,12,,4.0,,,90,2,4,90,90,2.1,90.0,,t,0,0,0,0,46,14,1,4.5,4.61,4.48,4.83,4.87,4.7,4.5,"Legal entity name and Legal form: FerienWohnungen Pensionat24 FWP GmbH <br/>Legal representatives or Trade register number: AG Berlin Charlottenburg  HRB 140215 <br/> Entity address: Pohlstr. 65, 10785 Berlin     , 10785, Berlin, Deutschland <br/>Listing address: Pohlstr 65, 10785, Berlin, Deutschland",t,2,2,0,0,1.36
1662,1662,54115833,20241221052002,Apartment-Studio,Apartment Abendstern is located in the immediate vicinity of Charlottenburge S-Bahn (suburban train) station and Wilmersdorfer Straße subway station. You can quickly reach important destinations throughout the city. Enjoy the simple life in this quiet and centrally located accommodation.,9801498,Vadim,f,3.0,4.0,t,f,52.50508,13.3052,Entire vacation home,Entire home/apt,2,,1.0,,,365,1,1,365,365,1.0,365.0,,t,0,0,0,0,0,0,0,,,,,,,,"First name and Last name: Vadim Faidel  <br/> Contact address: Stuttgarter Platz 8, 10627, Berlin, Deutschland <br/>Listing address: Stuttgarter Platz 8, 10627, Berlin, Deutschland",t,3,3,0,0,
1664,1664,54155329,20241221052002,Familienapartment  Abendstern,Apartment Abendstern is located in the immediate vicinity of Charlottenburge S-Bahn (suburban train) station and Wilmersdorfer Straße subway station. You can quickly reach important destinations throughout the city.,9801498,Vadim,f,3.0,4.0,t,f,52.50689,13.30447,Entire vacation home,Entire home/apt,4,,1.0,,,365,1,1,365,365,1.0,365.0,,t,0,0,0,0,0,0,0,,,,,,,,"First name and Last name: Vadim Faidel  <br/> Contact address: Stuttgarter Platz 8, 10627, Berlin, Deutschland  <br/>Listing address: Stuttgarter Platz 8, 10627, Berlin, Deutschland ",t,3,3,0,0,
1752,1752,898524096077587413,20241221052002,"Cosy Room with AC, in Mitte near Top Museums","The space<br />This room has everything you need to live, work and play. Get the practical things like fast WiFi, 24/7 support, regular professional cleaning, and fun stuff like a smart TV. Stay in comfort for as long as you’d like – days, weeks or months.",514089628,Bob,t,6.0,6.0,t,f,52.5117349,13.4136999,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$94.00,365,1,1,999,999,1.0,999.0,,t,25,55,85,356,20,18,4,4.95,5.0,5.0,5.0,5.0,4.95,4.8,"Legal entity name and Legal form: Charly Hospitality GmbH <br/>Legal representatives or Trade register number: HRB 243958 B <br/> Entity address: Urbanstr. 71, 10967, Berlin, Germany <br/>Listing address: Kopenicker Str. 92, 10179, Berlin, Germany",t,6,6,0,0,1.12
1851,1851,888298691845183664,20241221052002,"Studio&Kitchen with Central spot in Mitte, Berlin","This apartment has everything you need to live, work and play. Get the practical things like a kitchen, fast WiFi, 24/7 support, regular professional cleaning, and fun stuff like a smart TV. Stay in comfort for as long as you’d like – days, weeks or months.",514089628,Bob,t,6.0,6.0,t,f,52.5117349,13.4136999,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$121.00,365,1,1,999,999,1.0,999.0,,t,30,60,90,360,5,2,0,4.8,4.8,4.8,5.0,5.0,5.0,5.0,"Legal entity name and Legal form: Charly Hospitality GmbH <br/>Legal representatives or Trade register number: HRB 243958 B <br/> Entity address: Urbanstr. 71, 10967, Berlin, Germany <br/>Listing address: Kopenicker Str. 92, 10179, Berlin, Germany",t,6,6,0,0,0.27
2021,2021,13686332,20241221052002,"gemütliches Wohnen im Wedding, cozy flat to rent",,79713666,Sonsie,f,1.0,1.0,t,f,52.54243,13.3547,Entire rental unit,Entire home/apt,3,,3.0,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,1,0,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,t,1,1,0,0,0.01
2284,2284,35109903,20241221052002,Spacious designerloft in Berlin Kreuzberg,"The open room design and the stylish interior with handpicked vintage pieces allow a special feeling of living in the middle of Berlin Kreuzberg. Caused by the clever separation into three levels, the individual living areas merge into each other in a pleasant way and create a communicative and a creative space with a clear line. <br />The dominant floor-to-ceiling windows with access to the terrace complete the overall impressing look and emphasize with the impressing loft character.",69682544,Karina,f,3.0,4.0,t,f,52.48616,13.38344,Entire loft,Entire home/apt,3,1.5,1.0,1.0,$230.00,365,180,180,365,365,180.0,365.0,,t,19,49,79,354,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,2,2,0,0,0.03
2298,2298,898521539034365902,20241221052002,"Studio with Kitchen, Central spot in Mitte, Berlin","This apartment has everything you need to live, work and play. Get the practical things like a kitchen, fast WiFi, 24/7 support, regular professional cleaning, and fun stuff like a smart TV. Stay in comfort for as long as you’d like – days, weeks or months.",514089628,Bob,t,6.0,6.0,t,f,52.5117349,13.4136999,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$110.00,365,1,1,999,999,1.0,999.0,,t,14,41,67,337,85,72,7,4.92,4.89,4.94,4.92,4.92,4.88,4.78,"Legal entity name and Legal form: Charly Hospitality GmbH <br/>Legal representatives or Trade register number: HRB 243958 B <br/> Entity address: Urbanstr. 71, 10967, Berlin, Germany <br/>Listing address: Kopenicker Str. 92, 10179, Berlin, Germany",t,6,6,0,0,4.76
2374,2374,1017395777190519314,20241221052002,Zimmer in Berlin | PrenzlBerg 6,"Where do you prefer to put your suitcase in Berlin? Safely in the heart of the capital. A hotel room in Prenzlauer Berg is the right starting point for your individual journey of discovery through the metropolis. With us, you can immerse yourself in the exciting everyday life of the city that never sleeps.<br /><br />Our Prenzlauer Berg hotel rooms are the right place for carefree and unforgettable days in the German capital. Whether for a longer stay or a short city trip.",278539159,Evangelos,f,9.0,12.0,t,f,52.54053667098634,13.412333853452113,Room in hotel,Private room,2,1.0,1.0,1.0,$75.00,365,1,1,365,365,1.0,365.0,,t,22,50,73,233,51,48,3,4.41,4.57,4.45,4.67,4.33,4.84,4.31,"First name and Last name: Sotirios Papoutsi <br/> Contact address: Schönhauser Allee 143, 10437, Berlin, Berlin <br/>Listing address: Schönhauser Allee 143, 10437, Berlin, Berlin",t,9,7,2,0,3.76
2375,2375,657271494560701835,20241221052002,Central Apartment,"Enjoy freedom and flexibility. Homaris apartments offer you a home in a foreign city. Be independent, because we have already prepared everything for you.<br />Whether it's a city trip with friends or a business trip, alone or with your team - we offer accommodations in different sizes in different cities. <br />Our apartments impress with modern design, a central location and amenities that leave nothing to be desired. Each apartment at Homaris tells its own story - is individual. Just like you!",186634753,Flo,f,3.0,6.0,t,f,52.51552,13.3056,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,$73.00,150,1,3,150,150,2.6,150.0,,t,14,42,72,347,37,14,3,4.54,4.59,4.19,4.84,4.84,4.81,4.46,"Legal entity name and Legal form: Homaris Two GmbH <br/>Legal representatives or Trade register number: HRB206528B <br/> Entity address: Brunnenstr. 4, 10119, Berlin, Deutschland <br/>Listing address: Haubachstr. 7, 10585, Berlin, Deutschland",t,3,3,0,0,1.24
2449,2449,39392740,20241221052002,Large bright appartment in the hart of Berlin,"This bright, family friendly flat is situated in a quiet neighbourhood of Berlin Alt-Treptow, next to canals and Spree river. The area boarders two parks with playgrounds and boat hire places. While the area itself is quiet, in 5 minutes walk you reach vibrant neighbourhoods Kreuzberg and Neukölln. There are plenty of restaurants and supermarkets. The flat has a large living and dining room with a big balcony, 3 bedrooms with a child's bed, a fully equiped kitchen, bath tab and a separate WC.",302581784,Alina,f,1.0,1.0,t,f,52.48894,13.44299,Entire rental unit,Entire home/apt,6,,3.0,,,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,1,0,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,t,1,1,0,0,0.02
2509,2509,32077420,20241221052002,Gemütliches Zimmer in Altbauwohnung,I rent a cozy room in my freshly renovated apartment. The room itself has a comfortable double bed and a desk. Bathroom with a bathtub and the large kitchen-living room are shared. <br />Trade fairground visitors can reach Messe Berlin in 15 minutes.<br /><br />I rent a comfortable room in my newly renovated apartment. The room itself has a comfortable double bed and a desk. Bathroom with bathtub and the large kitchen-cum-living-room are shared. <br />Visitors can reach Messe Berlin in 15 minutes.,20400055,Veronika,f,1.0,1.0,t,f,52.52731,13.30034,Private room in rental unit,Private room,2,,,,,3,1,1,3,3,1.0,3.0,,t,0,0,0,0,10,0,0,5.0,4.9,4.9,4.9,5.0,5.0,4.9,04/Z/AZ/008692-19,t,1,0,1,0,0.15
2694,2694,1305053055923956033,20241221052002,Luxuswohnung im Herzen Berlins,"Get in touch (O16O6363937) short-term rental possible! <br /><br />Exclusive living at Rosenthaler Platz! This luxurious old building apartment offers 190 sqm with 6 rooms, 3 bathrooms, high ceilings and parquet floors. Highlights: 2 bedrooms with king size beds, 3 bathrooms, 60 sqm living room with dining area, kitchen-living room with designer lamp, dressing room, balconies, 2 entrances and elevator. Ideal for couples, business travelers, and luxury lovers. Perfect location with clubs, bars and public transport right outside the door.",662167375,Simon,f,3.0,3.0,t,f,52.53093823018359,13.399969033870464,Entire rental unit,Entire home/apt,5,3.0,2.0,2.0,$293.00,365,92,92,365,365,92.0,365.0,,t,30,60,90,365,0,0,0,,,,,,,,,t,2,2,0,0,
2838,2838,38150832,20241221052002,Gemütliche 1ZKB + Balkon in Berlin Schöneweide,"The apartment is about 45 square meters. Small kitchen, small bathroom and living room/bedroom (approx. 22 sqm) + balcony to the quiet, green courtyard. <br />Kitchen with fridge, washing machine and dishwasher, microwave, blender, espresso maker and small table.<br />Bathroom with bathtub.<br />TV with Netflix is available, but no cable connection. System with Bluetooth can also be used.",40395803,Björn,f,1.0,1.0,t,f,52.45698,13.51261,Entire rental unit,Entire home/apt,1,,1.0,,,200,100,100,200,200,100.0,200.0,,t,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,,t,1,1,0,0,0.02
2849,2849,41403574,20241221052002,Hotelzimmer in Berlin | Prenzlauer Berg | 9 | NEU,"Where do you prefer to put your suitcase in Berlin? Safely in the heart of the capital. A hotel room in Prenzlauer Berg is the right starting point for your individual journey of discovery through the metropolis. With us, you can immerse yourself in the exciting everyday life of the city that never sleeps.<br /><br />Our Prenzlauer Berg hotel rooms are the right place for carefree and unforgettable days in the German capital. Whether for a longer stay or a short city trip.",278539159,Evangelos,f,9.0,12.0,t,f,52.54157,13.41169,Entire guesthouse,Entire home/apt,2,1.0,1.0,2.0,$79.00,60,1,1,1125,1125,1.0,1125.0,,t,22,52,80,346,166,40,1,4.55,4.65,4.67,4.52,4.43,4.89,4.48,"First name and Last name: liliana papoutsi <br/> Contact address: eberswalder strasse 29, 10437, berlin, deutschland <br/>Listing address: schönhauser allee 143, 10435, Berlin, deutschland",t,9,7,2,0,2.8
2850,2850,898531921060170124,20241221052002,"Luxe Penthouse Studio & Kitchen, near Top Museums","This apartment has everything you need to live, work and play. Get the practical things like a kitchen, fast WiFi, 24/7 support, regular professional cleaning, and fun stuff like a smart TV. Stay in comfort for as long as you’d like – days, weeks or months.",514089628,Bob,t,6.0,6.0,t,f,52.5117349,13.4136999,Entire rental unit,Entire home/apt,2,0.0,1.0,1.0,$154.00,365,1,1,999,999,1.0,999.0,,t,10,27,44,263,9,8,2,5.0,5.0,4.89,4.89,5.0,4.44,4.78,"Legal entity name and Legal form: Charly Hospitality GmbH <br/>Legal representatives or Trade register number: HRB 243958 B <br/> Entity address: Urbanstr. 71, 10967, Berlin, Germany <br/>Listing address: Kopenicker Str. 92, 10179, Berlin, Germany",t,6,6,0,0,0.49
3056,3056,968659794536292077,20241221052002,Wohnung 1 neben Warschauer Platz und Spree,"At DNCK_24 you will be staying in the quiet core of the vibrant neighborhood, where most of the nightclubs and other authentic, modern Berlin cultural activities are located. And whether you're looking for a temporary home, a quiet workspace, or a family vacation, our apartments have quality amenities, including a premium hotel mattress for relaxing nights & suite dreams. Your arrival without reception and staff on site will make your stay even more comfortable.",534477422,Lev,f,3.0,3.0,t,f,52.5015365,13.4533688,Room in aparthotel,Entire home/apt,5,1.0,1.0,2.0,$99.00,365,1,2,365,365,2.0,365.0,,t,14,40,50,72,62,46,4,4.77,4.87,4.61,4.95,4.97,4.79,4.71,"First name and Last name: Lev Evzovich <br/> Contact address: Schliemannstr. 33, 10437, Berlin, DE <br/>Listing address: Schliemannstr. 33, 10437, Berlin, DE",t,3,3,0,0,3.92
3082,3082,21079014,20241221052002,Beautiful apartment in city west,"Beautiful apartment in the Ludwigkirch neighborhood, quiet neighborhood, yet very central, right around the corner of the Kudamms",5857991,Nadine,,3.0,5.0,t,f,52.49808,13.32365,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,$85.00,1000,92,92,1125,1125,92.0,1125.0,,t,29,59,89,364,3,0,0,5.0,5.0,5.0,5.0,4.67,5.0,5.0,,t,1,1,0,0,0.03
3124,3124,775950614323444085,20241221052002,Großes Zimmer nahe Ku'damm,"30 sqm room in a 180 sqm apartment in a magnificent building from 1904 directly on the Ku'damm. <br />From this centrally located home, you'll be in all the important places in no time.",480184,Dorgham,f,1.0,1.0,t,f,52.4999,13.30929,Private room in rental unit,Private room,2,1.0,1.0,1.0,$80.00,365,92,92,365,365,92.0,365.0,,t,30,60,90,365,0,0,0,,,,,,,,,t,1,0,1,0,
3181,3181,1017402136198604032,20241221052002,Zimmer in Berlin | PrenzlBerg 11,"Where do you prefer to put your suitcase in Berlin? Safely in the heart of the capital. A hotel room in Prenzlauer Berg is the right starting point for your individual journey of discovery through the metropolis. With us, you can immerse yourself in the exciting everyday life of the city that never sleeps.<br /><br />Our Prenzlauer Berg hotel rooms are the right place for carefree and unforgettable days in the German capital. Whether for a longer stay or a short city trip.",278539159,Evangelos,f,9.0,12.0,t,f,52.540706256648384,13.41082590853932,Room in hotel,Private room,2,1.0,1.0,1.0,$75.00,365,1,1,365,365,1.0,365.0,,t,20,48,73,225,55,52,3,4.44,4.45,4.58,4.75,4.42,4.75,4.35,"First name and Last name: Sotirios Papoutsi <br/> Contact address: Schönhauser Allee 143, 10437, Berlin, Berlin <br/>Listing address: Schönhauser Allee 143, 10437, Berlin, Berlin",t,9,7,2,0,4.14
